marital_status,day_or_night,previous_qualification,admission_grade,displaced,gender,age,international,target
soltero,Si,126,118.7,Si,Mujer,21,No,Graduate
soltero,Si,150,130.8,No,Mujer,20,Si,Graduate
soltero,Si,121,112.6,Si,Mujer,20,No,Graduate
soltero,No,133.1,117.2,No,Mujer,41,No,Graduate
soltero,Si,139,131.8,Si,Mujer,18,No,Graduate
divorciado,No,160,97,No,Mujer,35,No,Graduate
soltero,Si,110,130,No,Mujer,32,No,Dropout
soltero,No,140,148,No,Mujer,37,No,Graduate
casado,Si,130,103.4,No,Mujer,30,No,Dropout
soltero,Si,132,127.1,No,Hombre,23,No,Graduate
soltero,Si,139,124,Si,Mujer,20,No,Dropout
soltero,Si,135,121.4,No,Hombre,21,No,Graduate
soltero,Si,117,118.1,No,Hombre,19,No,Graduate
soltero,Si,137,121.3,Si,Hombre,18,No,Graduate
soltero,Si,144,119.5,No,Hombre,18,No,Dropout
soltero,Si,140,130.2,Si,Hombre,22,No,Graduate
soltero,Si,130,130,Si,Hombre,18,No,Dropout
soltero,Si,130,126.9,Si,Mujer,18,No,Graduate
soltero,Si,152,168.5,Si,Hombre,21,Si,Graduate
divorciado,Si,133.1,130,No,Mujer,38,No,Dropout
soltero,Si,140,122.8,No,Mujer,19,No,Graduate
separado,Si,133.1,110,No,Mujer,36,No,Dropout
soltero,Si,140,127.1,Si,Mujer,18,No,Graduate
soltero,Si,133.1,108.5,Si,Mujer,19,No,Graduate
soltero,Si,140,138.2,No,Mujer,21,No,Dropout
soltero,Si,135,124.5,No,Mujer,18,No,Graduate
soltero,Si,140,132.3,Si,Mujer,20,No,Dropout
soltero,Si,128,120.7,Si,Mujer,18,No,Graduate
soltero,Si,141,132.6,No,Mujer,18,No,Graduate
soltero,Si,140,140,No,Mujer,25,No,Dropout
soltero,Si,139,124.5,Si,Mujer,19,No,Graduate
soltero,Si,142,142,Si,Mujer,18,No,Graduate
soltero,Si,130,130,No,Mujer,39,No,Graduate
casado,Si,130,144,No,Mujer,29,No,Graduate
soltero,Si,140,140,No,Mujer,23,No,Dropout
soltero,Si,120,113.9,Si,Mujer,21,No,Dropout
soltero,Si,147,137.2,No,Mujer,18,No,Graduate
soltero,Si,140,140,Si,Mujer,23,No,Graduate
soltero,Si,161,152.3,No,Mujer,18,No,Graduate
casado,No,133.1,112.5,No,Mujer,32,No,Graduate
casado,Si,150,101,No,Mujer,29,No,Dropout
soltero,Si,113,112.3,Si,Mujer,20,No,Graduate
soltero,Si,140,114,Si,Mujer,28,No,Dropout
soltero,Si,130,130,No,Mujer,27,No,Graduate
soltero,Si,120,121.5,No,Mujer,22,No,Graduate
soltero,No,130,130,No,Mujer,28,No,Dropout
casado,Si,120,125.7,No,Mujer,43,No,Dropout
soltero,Si,140,128,Si,Mujer,32,No,Dropout
divorciado,Si,133.1,120,No,Mujer,35,No,Graduate
soltero,Si,130,117.8,Si,Mujer,21,No,Graduate
soltero,Si,176,169.7,No,Mujer,18,No,Graduate
soltero,Si,124,117.7,Si,Mujer,18,No,Graduate
soltero,No,120,121.8,Si,Mujer,22,No,Graduate
soltero,Si,140,128.3,Si,Mujer,19,No,Graduate
soltero,Si,143,132.2,Si,Mujer,18,No,Graduate
soltero,Si,136,134.3,Si,Mujer,19,No,Dropout
soltero,Si,132,123.4,No,Mujer,18,No,Graduate
casado,No,133.1,121.7,No,Mujer,31,No,Dropout
casado,No,100,130,No,Mujer,33,No,Graduate
soltero,Si,137,126.5,Si,Mujer,19,No,Graduate
soltero,Si,153,159.7,Si,Mujer,18,No,Graduate
soltero,Si,160,151.3,No,Mujer,23,No,Graduate
soltero,Si,145,138,Si,Mujer,20,No,Graduate
soltero,Si,137,126.5,Si,Mujer,18,No,Graduate
soltero,Si,120,112.3,No,Mujer,22,No,Graduate
soltero,Si,122,127.3,Si,Mujer,20,No,Graduate
soltero,Si,130,130,Si,Mujer,23,No,Graduate
soltero,Si,133.1,115,Si,Mujer,19,No,Graduate
soltero,Si,150,131.5,Si,Mujer,19,No,Graduate
soltero,No,133.1,125.7,No,Mujer,26,No,Dropout
soltero,Si,141,126.8,Si,Mujer,18,No,Graduate
soltero,Si,146,132.4,Si,Hombre,18,No,Dropout
soltero,Si,150,150,Si,Hombre,20,No,Graduate
soltero,Si,133.1,95,No,Hombre,19,No,Dropout
soltero,No,120,128.2,No,Hombre,32,No,Dropout
casado,Si,150,130,No,Hombre,31,No,Dropout
soltero,Si,140,159.9,Si,Mujer,21,No,Graduate
casado,No,140,100,No,Mujer,31,No,Dropout
casado,Si,133.1,116.5,No,Mujer,34,No,Dropout
soltero,Si,128,120,No,Mujer,18,No,Graduate
soltero,Si,117,117,Si,Mujer,19,No,Dropout
soltero,Si,124,118.1,Si,Mujer,18,No,Dropout
soltero,Si,158,153.5,Si,Mujer,20,No,Graduate
soltero,Si,137,127.9,Si,Mujer,20,No,Graduate
soltero,Si,123,118.8,Si,Mujer,18,No,Graduate
soltero,Si,126,126.7,Si,Mujer,19,No,Graduate
divorciado,Si,133.1,110,Si,Mujer,30,No,Dropout
soltero,Si,115,115,Si,Mujer,19,No,Graduate
soltero,Si,132,119,Si,Mujer,19,No,Graduate
soltero,Si,132,121.8,Si,Mujer,19,No,Graduate
soltero,Si,143,133.4,Si,Mujer,19,No,Graduate
soltero,Si,137,131.4,Si,Mujer,20,No,Graduate
soltero,Si,130,135,No,Hombre,25,No,Dropout
soltero,Si,121,122.8,No,Hombre,19,No,Dropout
casado,Si,130,140,No,Mujer,34,No,Graduate
soltero,Si,135,125.3,Si,Mujer,18,No,Graduate
soltero,Si,137,126.3,Si,Mujer,18,No,Graduate
soltero,Si,100,100,No,Mujer,20,No,Graduate
soltero,Si,127,121.3,Si,Mujer,20,No,Graduate
soltero,Si,140,120,No,Mujer,28,No,Dropout
soltero,Si,131,129.7,Si,Mujer,19,No,Graduate
casado,Si,151,132.1,Si,Mujer,34,No,Dropout
casado,Si,130,120.3,No,Mujer,35,No,Dropout
soltero,No,120,120,No,Mujer,32,No,Graduate
soltero,Si,136,123.1,Si,Mujer,19,No,Graduate
soltero,Si,125,119.4,Si,Mujer,18,No,Graduate
casado,Si,133.1,140,No,Mujer,35,No,Dropout
soltero,Si,120,113,Si,Mujer,20,No,Graduate
soltero,Si,143,133.9,Si,Hombre,18,Si,Graduate
soltero,Si,133.1,115.5,Si,Hombre,20,No,Graduate
soltero,Si,121,116.5,Si,Hombre,18,No,Dropout
soltero,Si,168,171.2,No,Hombre,18,No,Graduate
soltero,Si,124,119.1,No,Hombre,20,No,Graduate
soltero,Si,127,121.1,Si,Hombre,19,No,Dropout
soltero,Si,137,132.8,No,Hombre,19,No,Graduate
soltero,Si,120,126.7,Si,Hombre,20,No,Graduate
soltero,Si,110,105.8,Si,Hombre,22,No,Graduate
soltero,Si,143,140,No,Hombre,19,No,Graduate
soltero,Si,120,120,No,Hombre,22,No,Dropout
soltero,Si,124,119.5,Si,Hombre,20,Si,Graduate
casado,Si,168,153.9,No,Hombre,34,No,Dropout
casado,No,133.1,130,No,Hombre,24,No,Dropout
soltero,Si,150,107,Si,Hombre,26,No,Dropout
soltero,Si,140,132.8,No,Hombre,35,No,Dropout
soltero,No,145,127.5,Si,Hombre,22,No,Graduate
soltero,Si,123,122,No,Hombre,19,No,Dropout
soltero,Si,120,114.8,Si,Hombre,19,No,Dropout
soltero,Si,140,140,No,Hombre,20,No,Graduate
soltero,Si,126,111,No,Hombre,21,No,Graduate
soltero,Si,137,133.2,Si,Mujer,19,No,Graduate
soltero,Si,130,123,Si,Mujer,18,No,Graduate
soltero,Si,150,150,No,Mujer,23,No,Graduate
soltero,Si,147,132.3,Si,Mujer,18,No,Graduate
soltero,Si,140,126,Si,Mujer,18,No,Graduate
soltero,Si,132,119.3,Si,Mujer,19,No,Graduate
soltero,Si,130,133.8,Si,Mujer,21,No,Graduate
soltero,Si,130,126.5,Si,Mujer,18,No,Graduate
soltero,Si,151,138.4,Si,Mujer,24,No,Graduate
soltero,Si,144,129,Si,Mujer,18,No,Dropout
soltero,Si,131,129.8,Si,Mujer,20,No,Graduate
soltero,Si,130,128.3,Si,Mujer,18,No,Dropout
soltero,Si,130,130,No,Mujer,19,No,Dropout
soltero,Si,131,121.9,Si,Mujer,19,No,Graduate
soltero,Si,135,129.4,No,Mujer,18,No,Graduate
soltero,Si,145,125.5,Si,Mujer,18,No,Graduate
soltero,Si,118,117.8,Si,Mujer,19,No,Graduate
soltero,Si,152,139,Si,Mujer,18,No,Graduate
soltero,Si,137,137.7,Si,Mujer,19,No,Dropout
soltero,Si,123,113.6,Si,Mujer,21,No,Graduate
soltero,Si,131,128.5,No,Mujer,18,No,Graduate
soltero,Si,141,142.8,No,Mujer,18,No,Graduate
soltero,Si,144,137.7,No,Mujer,23,No,Dropout
soltero,Si,133,123.2,No,Mujer,18,No,Graduate
soltero,Si,120,120,Si,Mujer,21,No,Dropout
soltero,Si,130,119.3,Si,Mujer,19,No,Graduate
soltero,Si,120,121,No,Mujer,21,No,Graduate
soltero,Si,138,139.4,Si,Mujer,18,No,Graduate
soltero,Si,124,113.9,Si,Mujer,20,No,Graduate
soltero,Si,133,124.6,Si,Mujer,18,No,Graduate
soltero,Si,122,123.8,Si,Mujer,18,No,Dropout
soltero,Si,138,126.3,Si,Mujer,18,No,Graduate
soltero,Si,134,120.4,Si,Mujer,18,No,Graduate
soltero,Si,133.1,139.9,Si,Mujer,24,No,Graduate
soltero,Si,142,133.3,Si,Mujer,19,No,Graduate
soltero,Si,141,126,Si,Mujer,18,No,Graduate
soltero,Si,145,133.5,No,Mujer,19,No,Graduate
soltero,Si,145,127.9,Si,Mujer,19,No,Dropout
soltero,Si,140,102.5,No,Mujer,26,No,Dropout
soltero,Si,133.1,97,No,Hombre,36,No,Dropout
soltero,Si,128,134.7,No,Hombre,19,No,Dropout
soltero,Si,120,113.8,No,Hombre,27,No,Dropout
soltero,Si,120,116.9,No,Hombre,18,No,Dropout
soltero,Si,139,124,Si,Hombre,18,No,Graduate
soltero,Si,139.3,117.5,No,Hombre,28,No,Dropout
soltero,Si,150,154.8,Si,Hombre,21,No,Graduate
soltero,Si,138,141,No,Hombre,19,No,Graduate
soltero,Si,133.1,120,No,Hombre,26,No,Dropout
soltero,Si,136,133.6,Si,Hombre,20,No,Dropout
soltero,Si,134,122,Si,Hombre,19,No,Graduate
soltero,Si,140,120,Si,Hombre,21,No,Dropout
soltero,Si,110,114.2,No,Hombre,23,No,Graduate
soltero,No,133.1,95.5,No,Hombre,29,No,Graduate
soltero,Si,129,120,No,Hombre,20,No,Graduate
soltero,Si,116,111.1,No,Hombre,18,No,Graduate
soltero,Si,130,128.6,Si,Hombre,19,No,Graduate
soltero,Si,130,130,No,Hombre,23,No,Dropout
soltero,Si,116,111.1,No,Hombre,21,No,Dropout
soltero,Si,147,134.4,Si,Hombre,18,No,Graduate
soltero,Si,117,131,Si,Hombre,21,No,Dropout
soltero,Si,141,125,No,Hombre,22,No,Dropout
soltero,Si,133.1,106,Si,Hombre,21,No,Graduate
soltero,Si,133.1,128,Si,Hombre,32,No,Dropout
soltero,Si,120,120,Si,Hombre,27,No,Graduate
soltero,Si,148,134.8,Si,Hombre,18,No,Graduate
soltero,Si,130,112,Si,Hombre,24,No,Graduate
soltero,Si,120,116.1,Si,Hombre,22,No,Dropout
soltero,Si,120,120,Si,Hombre,22,No,Dropout
soltero,Si,133,119.7,Si,Hombre,19,No,Graduate
soltero,Si,129,117.1,Si,Hombre,19,No,Dropout
soltero,Si,140,131,Si,Mujer,18,No,Graduate
soltero,Si,127,130.9,Si,Mujer,18,No,Graduate
soltero,Si,131,134.9,Si,Mujer,20,No,Dropout
soltero,Si,132,127.1,Si,Mujer,19,No,Graduate
soltero,Si,113,110.2,Si,Mujer,19,No,Graduate
soltero,Si,115,108.7,Si,Mujer,18,No,Graduate
soltero,Si,150,147.7,No,Mujer,22,No,Graduate
casado,Si,133.1,123,No,Mujer,31,No,Graduate
soltero,Si,141,142.8,No,Mujer,19,No,Graduate
soltero,Si,136,125.2,Si,Mujer,18,No,Graduate
soltero,Si,140,141.8,No,Mujer,21,No,Graduate
soltero,Si,143,130.6,Si,Mujer,18,No,Graduate
soltero,Si,130,130,No,Hombre,25,Si,Dropout
soltero,Si,133.1,100,No,Hombre,21,Si,Dropout
soltero,Si,129,119,Si,Mujer,19,No,Graduate
soltero,Si,118,122.2,Si,Mujer,22,No,Dropout
soltero,Si,150,150,No,Hombre,19,No,Graduate
soltero,No,133.1,135.5,No,Mujer,58,No,Dropout
soltero,Si,122,127.3,Si,Mujer,19,No,Graduate
soltero,Si,127,127,Si,Hombre,23,Si,Graduate
soltero,Si,131,127.5,Si,Mujer,18,No,Graduate
soltero,Si,130,122,No,Mujer,20,No,Graduate
soltero,Si,130,115.8,No,Mujer,18,No,Dropout
soltero,Si,130,121.6,No,Mujer,18,No,Graduate
soltero,Si,122,116.4,Si,Mujer,18,No,Graduate
soltero,Si,114,120,No,Mujer,24,No,Dropout
soltero,Si,143,127.3,Si,Mujer,18,No,Dropout
soltero,Si,141,125.6,Si,Mujer,19,No,Graduate
soltero,Si,129,118.5,Si,Mujer,18,No,Graduate
soltero,Si,137,134.6,Si,Mujer,19,No,Graduate
soltero,Si,140,140,No,Mujer,22,No,Graduate
soltero,Si,120,117.9,Si,Mujer,21,No,Graduate
soltero,Si,144,128,Si,Mujer,18,No,Graduate
soltero,Si,123,113.2,Si,Mujer,20,No,Dropout
soltero,Si,152,156.9,Si,Mujer,19,No,Graduate
soltero,Si,133.1,100,No,Hombre,26,Si,Dropout
casado,No,140,101,No,Mujer,35,No,Graduate
soltero,Si,133,121.5,Si,Mujer,19,No,Graduate
soltero,Si,138,126.8,Si,Hombre,18,No,Graduate
soltero,Si,142,132.9,No,Hombre,19,No,Graduate
soltero,Si,115,134.3,Si,Hombre,25,No,Graduate
soltero,Si,125,120.5,Si,Hombre,18,No,Graduate
soltero,Si,170,144.1,Si,Hombre,26,No,Dropout
soltero,No,140,100,No,Hombre,34,No,Graduate
soltero,Si,110,114.8,Si,Hombre,18,No,Dropout
soltero,Si,114,111.9,No,Hombre,18,No,Dropout
soltero,Si,138,125.4,Si,Hombre,18,No,Dropout
soltero,Si,140,140,No,Hombre,20,No,Dropout
soltero,Si,140,140,No,Hombre,25,No,Graduate
soltero,Si,132,127.8,No,Hombre,18,No,Dropout
soltero,Si,148,131.6,Si,Hombre,19,No,Graduate
soltero,Si,132,119.4,Si,Hombre,20,No,Dropout
soltero,Si,126,129.9,Si,Hombre,20,No,Graduate
soltero,Si,120,113.4,Si,Hombre,19,No,Dropout
soltero,Si,119,112,Si,Hombre,20,No,Dropout
soltero,Si,120,140,No,Hombre,24,No,Dropout
soltero,Si,150,150,Si,Hombre,20,No,Graduate
soltero,Si,140,150,No,Hombre,23,No,Dropout
soltero,No,116,116.2,No,Hombre,21,No,Graduate
soltero,Si,120,120.4,Si,Hombre,20,No,Dropout
soltero,Si,170,155,No,Hombre,18,No,Graduate
soltero,Si,123,123.4,Si,Hombre,18,No,Graduate
soltero,Si,130,126.2,No,Hombre,18,No,Graduate
soltero,Si,117,120.5,Si,Hombre,19,No,Dropout
soltero,Si,130,122.5,No,Hombre,19,No,Graduate
soltero,No,133,139.2,Si,Hombre,33,No,Dropout
soltero,Si,128,131.2,Si,Hombre,21,No,Graduate
casado,Si,133.1,120,No,Hombre,25,No,Dropout
soltero,Si,123,116.7,Si,Hombre,20,No,Dropout
soltero,Si,150,150,Si,Hombre,22,No,Dropout
divorciado,Si,133.1,117.5,No,Mujer,39,No,Graduate
soltero,Si,140,137.6,Si,Hombre,21,No,Graduate
soltero,Si,126,124.3,No,Mujer,19,No,Graduate
soltero,Si,133.1,116,No,Mujer,26,No,Graduate
soltero,Si,121,121.4,Si,Mujer,19,No,Graduate
soltero,Si,140,142.8,Si,Mujer,20,No,Graduate
soltero,No,131,125,No,Hombre,24,No,Dropout
soltero,Si,124,126.1,Si,Hombre,20,No,Graduate
casado,Si,120,155.8,No,Hombre,29,No,Graduate
soltero,Si,133.1,116,No,Hombre,20,No,Graduate
soltero,Si,110,110,Si,Hombre,20,No,Dropout
soltero,Si,133.1,97.2,Si,Hombre,24,No,Graduate
soltero,Si,133.1,100,No,Hombre,24,No,Dropout
soltero,Si,140,140,No,Hombre,23,No,Graduate
soltero,Si,130,128,Si,Hombre,20,No,Graduate
soltero,Si,110,115.3,Si,Hombre,19,No,Graduate
soltero,Si,160,160,Si,Hombre,20,No,Graduate
soltero,Si,138,133.1,No,Hombre,18,No,Graduate
soltero,Si,126,119,Si,Hombre,20,No,Dropout
casado,No,120,156,Si,Hombre,33,No,Graduate
soltero,Si,122,123.1,Si,Mujer,19,No,Dropout
soltero,Si,134,136.1,Si,Hombre,19,No,Graduate
soltero,Si,134,132.7,Si,Hombre,22,No,Graduate
soltero,Si,140,128.2,No,Mujer,39,Si,Dropout
soltero,Si,127,126.7,Si,Hombre,22,No,Dropout
soltero,Si,143,156.3,Si,Hombre,19,No,Graduate
soltero,Si,115,116.1,Si,Mujer,19,Si,Graduate
soltero,Si,131,123.8,Si,Mujer,19,No,Dropout
soltero,Si,146,153,Si,Mujer,21,No,Graduate
soltero,Si,140,140,Si,Mujer,39,No,Dropout
soltero,Si,135,131.9,Si,Hombre,19,No,Graduate
soltero,Si,133.1,140,Si,Hombre,24,No,Dropout
soltero,No,120,115,Si,Hombre,27,No,Dropout
casado,No,133.1,168,No,Hombre,29,No,Graduate
soltero,Si,130,101.3,Si,Hombre,20,No,Dropout
soltero,Si,125,122.6,No,Hombre,21,No,Dropout
soltero,Si,151,132.3,No,Hombre,19,No,Graduate
soltero,Si,112,111.7,No,Hombre,19,No,Dropout
soltero,Si,120,98.7,No,Hombre,28,No,Graduate
soltero,Si,140,140,Si,Mujer,21,Si,Graduate
soltero,Si,140,140,Si,Mujer,23,Si,Dropout
soltero,Si,143,133.8,Si,Mujer,18,No,Graduate
casado,Si,133.1,100,No,Mujer,59,Si,Graduate
soltero,Si,136,130.8,Si,Mujer,18,No,Graduate
soltero,Si,130,106.2,Si,Mujer,27,No,Dropout
soltero,Si,141,125.6,Si,Mujer,18,No,Graduate
soltero,Si,121,117.5,Si,Mujer,20,No,Dropout
casado,Si,120,122.5,No,Mujer,32,No,Dropout
soltero,Si,129,132.9,Si,Mujer,19,No,Dropout
casado,Si,133.1,103,No,Mujer,41,No,Dropout
divorciado,No,100,107,No,Mujer,38,No,Dropout
soltero,Si,133.1,100,No,Hombre,35,Si,Dropout
soltero,No,133.1,100,Si,Mujer,27,No,Dropout
soltero,Si,139,131.3,Si,Mujer,19,No,Graduate
casado,No,133.1,118.4,No,Mujer,39,No,Dropout
casado,Si,100,100,No,Mujer,37,No,Dropout
union_facto,Si,110,110,No,Mujer,37,No,Dropout
casado,No,133.1,100,No,Mujer,35,No,Graduate
soltero,Si,123,106.2,No,Mujer,49,No,Graduate
soltero,Si,110,110,No,Mujer,52,No,Graduate
soltero,Si,130,122.3,Si,Mujer,18,No,Graduate
soltero,No,133.1,112.5,No,Mujer,30,No,Graduate
soltero,Si,97,98.1,Si,Mujer,21,No,Graduate
soltero,Si,130,140.2,Si,Hombre,20,No,Dropout
soltero,Si,150,134.6,Si,Hombre,19,No,Dropout
soltero,Si,141,126.8,Si,Hombre,18,No,Graduate
soltero,Si,116,113.6,Si,Mujer,22,No,Graduate
soltero,Si,135,126.6,Si,Mujer,19,No,Graduate
soltero,Si,144,130.7,Si,Mujer,18,No,Graduate
soltero,Si,108,105.9,Si,Hombre,21,No,Graduate
soltero,Si,133.1,100,No,Mujer,37,Si,Dropout
soltero,Si,133.1,120,No,Hombre,38,No,Dropout
separado,No,130,119,Si,Hombre,55,No,Dropout
union_facto,Si,133.1,110,No,Mujer,28,No,Dropout
union_facto,No,120,120,No,Mujer,46,No,Graduate
soltero,Si,131,119.8,Si,Mujer,22,No,Graduate
casado,Si,133.1,135.6,No,Mujer,46,No,Dropout
soltero,Si,131,136.3,Si,Mujer,18,No,Dropout
soltero,Si,146,149.2,Si,Hombre,21,No,Graduate
soltero,No,120,100,No,Mujer,34,No,Dropout
soltero,Si,119,125,Si,Mujer,21,No,Dropout
soltero,Si,132,131,Si,Mujer,18,No,Graduate
soltero,Si,130,122,Si,Hombre,20,No,Graduate
soltero,Si,119,118,Si,Hombre,19,No,Dropout
soltero,No,134,126,Si,Hombre,22,No,Graduate
soltero,Si,120,120,No,Hombre,23,No,Dropout
soltero,Si,172,155.6,Si,Hombre,19,No,Dropout
soltero,Si,129,127.3,Si,Hombre,19,No,Dropout
soltero,Si,164,161.2,No,Hombre,18,No,Graduate
soltero,Si,136,140.9,Si,Hombre,18,No,Dropout
soltero,Si,117,111.1,No,Hombre,19,No,Dropout
soltero,Si,131,149.9,Si,Hombre,18,No,Graduate
soltero,Si,120,120,Si,Hombre,19,No,Graduate
soltero,Si,133.1,120,No,Hombre,27,No,Dropout
soltero,Si,101,98.9,Si,Hombre,20,No,Graduate
soltero,Si,141,136.3,Si,Hombre,18,No,Graduate
soltero,Si,145,130,Si,Hombre,18,No,Graduate
soltero,Si,160,141.5,Si,Hombre,18,No,Dropout
soltero,Si,125,114.5,Si,Mujer,18,No,Graduate
soltero,No,133.1,100,Si,Mujer,37,No,Dropout
casado,No,120,110.5,No,Mujer,36,No,Graduate
casado,Si,133.1,101,Si,Mujer,26,No,Dropout
soltero,Si,121,121,No,Mujer,19,No,Graduate
soltero,No,120,95,Si,Mujer,24,No,Dropout
soltero,Si,130,126.9,Si,Mujer,19,Si,Dropout
soltero,Si,130,116.3,Si,Mujer,20,No,Graduate
soltero,Si,128,120,Si,Mujer,19,No,Graduate
soltero,Si,126,123.6,Si,Mujer,21,No,Graduate
casado,Si,120,150,No,Mujer,50,No,Dropout
casado,Si,100,120,No,Mujer,47,No,Dropout
soltero,Si,120,111.3,No,Mujer,24,No,Dropout
soltero,No,110,150,No,Mujer,48,No,Dropout
soltero,Si,127,123.2,Si,Mujer,18,No,Graduate
soltero,No,130,130,Si,Hombre,32,No,Dropout
soltero,Si,141,137.9,Si,Hombre,20,No,Dropout
soltero,Si,120,100,No,Hombre,24,No,Dropout
casado,Si,133.1,120,No,Hombre,53,No,Graduate
casado,Si,133.1,131,No,Hombre,42,No,Dropout
casado,No,133.1,133.8,Si,Hombre,52,No,Graduate
casado,No,110,150,No,Hombre,49,No,Graduate
soltero,Si,125,126.4,No,Hombre,18,No,Graduate
casado,Si,130,154,Si,Hombre,37,No,Graduate
soltero,Si,121,114.9,No,Hombre,21,No,Graduate
soltero,Si,133.1,110,No,Hombre,26,No,Dropout
soltero,Si,147,149.8,Si,Hombre,20,No,Graduate
soltero,Si,128,117.9,Si,Mujer,19,No,Graduate
soltero,Si,164,165.8,Si,Mujer,18,No,Graduate
soltero,Si,137,127.6,Si,Mujer,18,No,Graduate
soltero,No,122,123.8,No,Mujer,20,No,Graduate
soltero,Si,124,126.1,Si,Mujer,20,No,Dropout
soltero,Si,120,119.7,Si,Mujer,21,No,Dropout
soltero,Si,117,121.6,Si,Mujer,22,No,Graduate
soltero,Si,140,100,No,Mujer,18,No,Graduate
soltero,Si,130,127.6,Si,Mujer,18,No,Dropout
soltero,Si,138,132.5,Si,Mujer,19,No,Graduate
soltero,Si,142,131,Si,Mujer,18,No,Graduate
soltero,Si,122,113.3,Si,Mujer,20,No,Graduate
soltero,Si,131,121.9,Si,Mujer,20,No,Dropout
soltero,Si,120,118.3,Si,Mujer,20,No,Graduate
soltero,Si,131,118.8,No,Mujer,19,No,Graduate
soltero,Si,120,143.3,Si,Mujer,20,No,Graduate
soltero,Si,160,155.7,Si,Mujer,27,No,Graduate
soltero,Si,157,153.9,Si,Mujer,18,No,Graduate
soltero,Si,150,137.8,No,Mujer,18,No,Graduate
soltero,Si,148,143.3,No,Mujer,18,No,Graduate
soltero,Si,120,123.2,No,Mujer,20,No,Graduate
soltero,Si,158,140.5,No,Mujer,20,No,Graduate
soltero,Si,145,130,Si,Mujer,18,No,Graduate
soltero,Si,100,104.8,No,Mujer,22,No,Dropout
soltero,No,136,132.5,No,Mujer,22,No,Graduate
soltero,Si,148,136.5,No,Mujer,19,No,Graduate
soltero,Si,130,130,Si,Mujer,21,No,Dropout
soltero,Si,130,190,Si,Mujer,27,No,Graduate
soltero,Si,136,128.5,Si,Mujer,18,No,Graduate
soltero,Si,122,126.6,No,Mujer,18,No,Dropout
soltero,Si,140,131.6,Si,Hombre,19,No,Dropout
union_facto,No,110,119,No,Hombre,35,No,Graduate
soltero,Si,130,127.6,No,Hombre,23,No,Graduate
soltero,Si,133.1,100,No,Hombre,28,No,Dropout
soltero,Si,124,117.7,Si,Hombre,20,No,Dropout
soltero,Si,124,124.7,Si,Hombre,21,No,Dropout
soltero,Si,128,124.5,Si,Hombre,18,No,Graduate
soltero,Si,125,140.8,Si,Hombre,22,No,Graduate
soltero,Si,121,111.9,Si,Hombre,21,No,Graduate
soltero,Si,140,140,No,Hombre,38,No,Dropout
soltero,Si,136,123.8,Si,Hombre,19,No,Dropout
soltero,Si,140.8,134,No,Hombre,24,No,Dropout
soltero,Si,142,130.8,Si,Hombre,19,No,Dropout
soltero,Si,133,130.2,Si,Hombre,19,No,Graduate
soltero,Si,130,147.6,No,Hombre,31,No,Dropout
soltero,Si,120,113.4,Si,Hombre,19,No,Graduate
soltero,Si,141,133.7,Si,Hombre,22,No,Graduate
soltero,Si,130,128.2,No,Hombre,25,No,Dropout
soltero,Si,168,161,Si,Hombre,18,No,Dropout
soltero,Si,130,130,Si,Hombre,30,No,Dropout
soltero,Si,156,156.3,No,Hombre,18,No,Graduate
soltero,Si,137,129.3,Si,Hombre,18,No,Graduate
soltero,Si,131,129.3,No,Hombre,18,No,Dropout
soltero,Si,130,136.3,Si,Hombre,18,No,Graduate
soltero,Si,133.1,140,No,Hombre,25,No,Graduate
soltero,Si,160,139.7,No,Hombre,18,No,Dropout
soltero,Si,133.1,105,No,Hombre,25,No,Dropout
soltero,Si,130,130.5,Si,Mujer,19,No,Graduate
soltero,Si,137,131.5,Si,Mujer,20,No,Graduate
soltero,Si,133.1,100,Si,Mujer,33,Si,Dropout
soltero,Si,140,130.2,Si,Mujer,18,No,Graduate
soltero,Si,135,133.5,Si,Mujer,19,No,Graduate
soltero,Si,140,133.2,Si,Mujer,20,No,Graduate
soltero,Si,160,129,No,Hombre,24,No,Dropout
soltero,No,133.1,100,No,Hombre,24,No,Dropout
soltero,Si,128,116.5,Si,Hombre,18,No,Graduate
soltero,Si,121,124.2,Si,Mujer,18,No,Graduate
soltero,Si,127,138.8,Si,Mujer,22,No,Graduate
soltero,Si,132,126.4,Si,Mujer,18,No,Graduate
soltero,Si,147,151.9,Si,Mujer,21,No,Graduate
casado,No,110,120,Si,Mujer,38,No,Dropout
soltero,Si,142,131.9,No,Mujer,29,No,Graduate
soltero,Si,131,131.7,Si,Mujer,18,No,Dropout
casado,No,110,132.5,No,Hombre,37,No,Graduate
soltero,Si,128,116.5,No,Hombre,20,No,Graduate
soltero,Si,136,133.9,Si,Hombre,20,No,Dropout
casado,Si,120,145.4,No,Hombre,40,No,Dropout
soltero,Si,118,111,No,Hombre,21,No,Dropout
soltero,Si,120,120,No,Hombre,21,No,Graduate
soltero,Si,151,129.8,Si,Hombre,18,No,Graduate
soltero,Si,140,130,No,Hombre,27,No,Graduate
casado,Si,133.1,126.3,No,Hombre,38,No,Dropout
soltero,Si,146,137.8,No,Hombre,18,No,Dropout
soltero,Si,121,115.4,Si,Hombre,18,No,Dropout
soltero,Si,127,110,No,Hombre,19,No,Dropout
soltero,Si,133.1,97.4,No,Hombre,44,No,Dropout
soltero,Si,130,130,Si,Hombre,26,No,Dropout
